,R_t,I_t,N_t,T_t,P_t,pct_positive
124,0.22973628182408112,0,78,14162,0,0.0
125,0.16554477723776417,0,78,14268,0,0.0
126,0.16781024928850405,0,78,14374,0,0.0
127,0.04448275054781235,0,78,14480,0,0.0
128,0.05923914170710838,0,78,14586,0,0.0
129,0.13727393650993197,0,78,14692,0,0.0
130,0.14888443438006285,0,78,14798,0,0.0
131,0.15537147580611219,0,78,14905,0,0.0
132,0.1617512108609884,0,78,15011,0,0.0
133,0.20186290074456448,0,78,15117,0,0.0
134,0.20569973762399013,0,78,15223,0,0.0
135,0.09187916081055299,0,78,15329,0,0.0
136,0.04860197552153606,0,78,15435,0,0.0
137,0.040255683260662985,0,78,15541,0,0.0
138,0.03686936033994587,0,78,15648,0,0.0
139,0.01,0,78,15754,0,0.0
140,0.02902195693032479,0,78,15860,0,0.0
141,0.066964536613485,0,78,15966,0,0.0
142,0.09074806940518855,0,78,16072,0,0.0
143,0.10240366283957249,0,78,16178,0,0.0
144,0.10967878595458347,0,78,16284,0,0.0
145,0.06105399953534411,0,78,16391,0,0.0
146,0.11556416864620687,0,78,16497,0,0.0
147,0.09565337379789209,0,78,16603,0,0.0
148,0.0616568924516509,0,78,16709,0,0.0
149,0.06252190136423041,0,77,16815,0,0.0
150,0.08681428471253574,0,77,16921,0,0.0
151,0.039343231924378816,0,77,17027,0,0.0
152,0.07682639666218344,0,77,17134,0,0.0
153,0.1024755231916894,0,77,17240,0,0.0
154,0.10971392181715552,0,77,17346,0,0.0
155,0.1440073478995056,0,77,17452,0,0.0
156,0.13774076703699567,0,77,17558,0,0.0
157,0.22475036291481915,0,77,17664,0,0.0
158,0.1904300862689749,0,77,17770,0,0.0
159,0.16611412852084959,0,77,17877,0,0.0
160,0.0962219564428252,0,77,17983,0,0.0
161,0.07799654461398331,0,77,18089,0,0.0
162,0.15679363869744317,0,77,18195,0,0.0
163,0.19682178960325153,0,77,18301,0,0.0
164,0.24642846164331886,0,77,18407,0,0.0
165,0.22362018877606013,0,77,18513,0,0.0
166,0.2279222640213756,0,77,18620,0,0.0
167,0.1263307938525995,0,77,18726,0,0.0
168,0.17197636852000808,0,77,18832,0,0.0
169,0.2063935091508873,0,77,18938,0,0.0
170,0.27788926822152327,0,77,19044,0,0.0
171,0.2811971898067435,0,77,19150,0,0.0
172,0.35104619623943095,0,77,19256,0,0.0
173,0.34623682543904455,0,77,19363,0,0.0
174,0.29019076582721887,0,77,19469,0,0.0
175,0.26269160647259737,0,77,19575,0,0.0
176,0.31957942459361316,0,77,19681,0,0.0
177,0.3079389660726517,0,77,19787,0,0.0
178,0.2108396613933743,0,77,19893,0,0.0
179,0.14488119810706218,0,77,20000,0,0.0
