region,date,mean,median,lower_90,upper_90,lower_50,upper_50
synthetic_data/bd.csv,105,1.40942222309566,1.385881820143068,1.1562118654434008,1.6653049887618734,1.260063052161311,1.4719567064991366
synthetic_data/bd.csv,106,1.4094226465699067,1.3858840362729477,1.1562100178097874,1.6653044114511917,1.2600628279441037,1.4719574376962892
synthetic_data/bd.csv,107,1.4094228149200436,1.3858797140838133,1.1562180118625962,1.6653060000945323,1.260062467900726,1.4719573412245492
synthetic_data/bd.csv,108,1.4094229604480466,1.385886196196685,1.1562107152249308,1.6653027702455456,1.2600626425762445,1.4719584428092787
synthetic_data/bd.csv,109,1.4094233283090591,1.3858877949085755,1.156200253340784,1.665304044145017,1.2600624018074522,1.4719575346653617
synthetic_data/bd.csv,110,1.4094229470681063,1.385878885686072,1.1562079719115943,1.6653003413387732,1.2600623845123153,1.4719544250801038
synthetic_data/bd.csv,111,1.4094231656145744,1.3858896918460335,1.1562158132680727,1.6653031149353963,1.2600620190997012,1.4719549946384898
synthetic_data/bd.csv,112,1.4094234987164196,1.385890940326392,1.156216441717331,1.6653019932669029,1.26006186376859,1.4719524608185777
synthetic_data/bd.csv,113,1.409423600477491,1.3858927937260417,1.1562144830380354,1.6653015877610382,1.2600619162353457,1.4719507486222296
synthetic_data/bd.csv,114,1.409423678154204,1.385888503024876,1.1562191464514449,1.6653013855679897,1.2600618197131508,1.4719558786007545
synthetic_data/bd.csv,115,1.4094242951095932,1.3858801824749398,1.1562241628188865,1.6652998664327427,1.2600616390316812,1.4719524858793074
synthetic_data/bd.csv,116,1.409424557464392,1.3858669033346858,1.1562207811150174,1.6653013233422413,1.2600618183083172,1.471946852453993
synthetic_data/bd.csv,117,1.4094242670821575,1.3858692452630672,1.1562205283601257,1.6653050763013564,1.260061863381641,1.471945239390909
synthetic_data/bd.csv,118,1.4094245629674047,1.3858618506927378,1.15622267607657,1.6653043928476743,1.2600621323928873,1.4719450374453702
synthetic_data/bd.csv,119,1.4094236804688274,1.385869630198611,1.1562282291136037,1.6653079391646874,1.2600616413607533,1.471949521565944
synthetic_data/bd.csv,120,1.4094245494096342,1.3858788124957853,1.1562311653435988,1.6653077560911282,1.2600620450604538,1.4719524352176754
synthetic_data/bd.csv,121,1.4094250616467137,1.385887886947013,1.1562308111459383,1.6653074504638994,1.2600617265126395,1.4719491461717793
synthetic_data/bd.csv,122,1.4094252244747245,1.385888341665161,1.1562299644907825,1.665310345882042,1.260061588511764,1.4719500968022603
synthetic_data/bd.csv,123,1.4094252676318946,1.385891431321309,1.156228044384627,1.6653092206414029,1.2600620359232766,1.47195065291875
synthetic_data/bd.csv,124,1.4094256636881368,1.3858955669878288,1.1562240054858588,1.665311933849566,1.260061857594098,1.4719458544611674
synthetic_data/bd.csv,125,1.4094252903543274,1.3858983560650198,1.1562268658937431,1.6653120754421429,1.2600616773856625,1.4719421644042676
synthetic_data/bd.csv,126,1.4094262447471015,1.3859032131954772,1.1562201897055013,1.6653093320839303,1.260062078649439,1.4719413792497558
synthetic_data/bd.csv,127,1.409425938448235,1.3859038086679198,1.156224512054951,1.6653148479373792,1.2600622400635595,1.4719351955537827
synthetic_data/bd.csv,128,1.4094258220904468,1.3859105981869568,1.1562198528347154,1.665312517164911,1.2600623459043376,1.4719324095175494
synthetic_data/bd.csv,129,1.409425731591243,1.3859183846885357,1.1562225883274984,1.6653121429626787,1.2600621279618578,1.4719319560027309
synthetic_data/bd.csv,130,1.4094260676942614,1.3859250670719643,1.156212139847212,1.665311697138659,1.2600613785726782,1.4719325439223567
synthetic_data/bd.csv,131,1.4094271448904372,1.3859279469239596,1.1562200822261355,1.6653176388299014,1.2600616501410544,1.471928174410453
synthetic_data/bd.csv,132,1.4094268070531155,1.385934302854372,1.1562214212750836,1.6653221653794354,1.260061076412332,1.471932470947368
synthetic_data/bd.csv,133,1.4094277539807802,1.3859421106262482,1.1562173636963118,1.6653215191703097,1.260061202001897,1.4719322551278782
synthetic_data/bd.csv,134,1.4094282201515023,1.3859510052090585,1.156215717174407,1.6653231707798228,1.2600609683133452,1.471940418778683
synthetic_data/bd.csv,135,1.4094280532507713,1.3859471608469862,1.1562135363506185,1.6653200405967314,1.2600607532027883,1.471941697712794
synthetic_data/bd.csv,136,1.4094281611544623,1.3859549236042588,1.156217274370027,1.6653188595572928,1.2600611785227465,1.4719435100617269
synthetic_data/bd.csv,137,1.4094283103860745,1.3859425801570873,1.1562074958811632,1.665320515474671,1.2600610611454546,1.4719409448213157
synthetic_data/bd.csv,138,1.409428083764507,1.3859271943817861,1.1562007136885248,1.6653179615545788,1.2600614175637357,1.4719415598751873
synthetic_data/bd.csv,139,1.4094280579142262,1.3859367908925306,1.1562015762637257,1.6653145653401837,1.2600615831837225,1.4719442244721899
synthetic_data/bd.csv,140,1.4094272976783269,1.3859273718614256,1.1562056048019749,1.6653145760406378,1.2600616641830054,1.471948253396921
synthetic_data/bd.csv,141,1.409427165237908,1.3859338847413198,1.1562115834223814,1.6653183803572886,1.2600616402242386,1.4719527135954982
synthetic_data/bd.csv,142,1.4094271177817554,1.385933823084346,1.1562223696865312,1.6653155074906625,1.2600617095078082,1.4719519183918373
synthetic_data/bd.csv,143,1.409427299018664,1.385936324594538,1.1562297313830725,1.6653175607635777,1.2600623928090025,1.4719524084055762
synthetic_data/bd.csv,144,1.4094276912672674,1.385933197592454,1.1562300358839817,1.6653201273508111,1.260062370694622,1.4719535606846705
synthetic_data/bd.csv,145,1.4094269811917675,1.3859248085828093,1.1562313168514733,1.6653184240714358,1.260062132337478,1.4719573665964427
synthetic_data/bd.csv,146,1.4094267583895426,1.3859186450582994,1.1562325719923936,1.6653193866963985,1.2600623761052858,1.4719613544196832
synthetic_data/bd.csv,147,1.4094265761321672,1.3859099375890538,1.1562366171815948,1.6653215177861953,1.2600623381453442,1.4719612981190155
synthetic_data/bd.csv,148,1.4094259407400291,1.3859229936435673,1.1562284558132911,1.6653202177153745,1.260062820135709,1.471964534547554
synthetic_data/bd.csv,149,1.4094256036434694,1.3859114153294252,1.1562327419943714,1.6653190436773684,1.2600628281942532,1.471963984049158
synthetic_data/bd.csv,150,1.409426337917858,1.385926054335736,1.1562331473523588,1.6653210896617903,1.260062437753845,1.4719661803727482
synthetic_data/bd.csv,151,1.4094268837206265,1.3859288409678805,1.1562337028057588,1.6653214783977928,1.2600623879205082,1.4719695889029247
synthetic_data/bd.csv,152,1.409426659315376,1.3859394167817731,1.1562308768619078,1.6653213932720201,1.2600625635360274,1.471972794801307
synthetic_data/bd.csv,153,1.4094259982900708,1.3859209427596317,1.1562236528569851,1.6653202578141049,1.2600629121898732,1.4719738908479496
synthetic_data/bd.csv,154,1.4094252160712009,1.3859159446401574,1.1562195562331725,1.6653219974383977,1.2600630558072934,1.4719786664331616
synthetic_data/bd.csv,155,1.4094252938229352,1.3859182481501762,1.1562217173995881,1.6653245944994923,1.2600620592520522,1.4719813813852904
synthetic_data/bd.csv,156,1.409425472493968,1.3859204454656964,1.1562140267473107,1.6653289344396993,1.2600626973653282,1.4719815800424607
synthetic_data/bd.csv,157,1.4094252368315126,1.3859156192637554,1.1562205630425886,1.66532825578199,1.260062550481257,1.4719896618568469
synthetic_data/bd.csv,158,1.4094246853227328,1.3859267313047252,1.1562186682005935,1.6653285970100558,1.2600619234109585,1.4719883633159798
synthetic_data/bd.csv,159,1.4094245286259057,1.3859175325892505,1.1562223468368238,1.6653303902912593,1.2600616295597917,1.4719899694846805
synthetic_data/bd.csv,160,1.4094251498955328,1.3859266812433377,1.1562282952826994,1.6653336994818007,1.2600620493861554,1.471991751949952
synthetic_data/bd.csv,161,1.409424915675011,1.385922198172484,1.1562344003714913,1.6653357971950102,1.2600625509778085,1.471995430975747
synthetic_data/bd.csv,162,1.4094253367775247,1.385919935848236,1.1562297203052867,1.6653346802801605,1.260062189661839,1.471992148232691
synthetic_data/bd.csv,163,1.40942507763398,1.3859171245701947,1.1562309798908226,1.66533585746711,1.2600624395480924,1.4719937358064341
synthetic_data/bd.csv,164,1.4094253589734804,1.3859194441951694,1.1562251775301757,1.6653356243575053,1.2600623764670607,1.471993140032814
synthetic_data/bd.csv,165,1.4094249617661052,1.3859217298885254,1.1562297277465186,1.6653337511948954,1.2600624351460945,1.471995795720072
synthetic_data/bd.csv,166,1.409424908726987,1.385930485512059,1.1562295889132166,1.6653335281447124,1.2600629364238312,1.4720004916876614
synthetic_data/bd.csv,167,1.4094246304192375,1.385931245910963,1.1562301773815507,1.6653337784118558,1.2600630347940074,1.4720005521834025
synthetic_data/bd.csv,168,1.4094245602069388,1.385919781568634,1.1562439035071514,1.6653324799665894,1.260063270087416,1.4719983262325655
synthetic_data/bd.csv,169,1.4094243602093952,1.3859154032401069,1.1562519473488702,1.6653329654958553,1.2600635498055275,1.4719982043406827
synthetic_data/bd.csv,170,1.4094241957278095,1.3859141717614802,1.156232405798922,1.6653309305636852,1.260063955631099,1.4719981486595317
synthetic_data/bd.csv,171,1.409424987651585,1.3859124502721702,1.1562274855458046,1.665331736552651,1.2600637153840895,1.4719965279962097
synthetic_data/bd.csv,172,1.4094252039217015,1.385908327352372,1.1562264964870814,1.6653309916548242,1.2600637181314005,1.4719934501162957
synthetic_data/bd.csv,173,1.4094252864065315,1.3859102681471709,1.1562183855796682,1.665332222165495,1.260063797397692,1.4719859736953544
synthetic_data/bd.csv,174,1.4094253118490174,1.3859095762636855,1.1562130017506174,1.6653313418627096,1.2600640946406148,1.471987757119294
synthetic_data/bd.csv,175,1.4094253371860794,1.385910156065004,1.1562205287014846,1.6653328702633547,1.2600644364581028,1.471987277983358
synthetic_data/bd.csv,176,1.4094253694423415,1.3859086623715609,1.1562281738720857,1.6653320671912626,1.2600643704098877,1.4719893452206345
synthetic_data/bd.csv,177,1.4094258080523985,1.3859135621489376,1.1562285485063417,1.6653283166851063,1.260064176703693,1.4719889692951347
synthetic_data/bd.csv,178,1.4094260000313577,1.3859148389301255,1.15622548309049,1.6653308483300644,1.2600641605983625,1.4719917828186
synthetic_data/bd.csv,179,1.4094259135618148,1.3858991036036872,1.1562258773618057,1.6653311785101603,1.2600642072331687,1.471992180695486
